id;bank_code;bank_name;bin;organization_id;class;type;reward;is_business
591;109;TEKSTİLBANK A.Ş.;514025;MASTER;TKSbonus;credit;bonus;0
592;109;TEKSTİLBANK A.Ş.;521875;MASTER;TKSbonus;credit;bonus;0
593;109;TEKSTİLBANK A.Ş.;527080;MASTER;TKSKART;credit;bonus;0
594;109;TEKSTİLBANK A.Ş.;545769;MASTER;TKSbonus;credit;bonus;0
595;109;TEKSTİLBANK A.Ş.;545770;MASTER;TKSbonus;credit;bonus;0
596;109;TEKSTİLBANK A.Ş.;558634;MASTER;TKSBNSTK;credit;bonus;1
597;109;TEKSTİLBANK A.Ş.;589416;MASTER;YIDK;debit;;
598;109;TEKSTİLBANK A.Ş.;979239;TROY;YITKK;credit;;0
599;111;FİNANSBANK A.Ş.;401072;VISA;YIKK;credit;;0
600;111;FİNANSBANK A.Ş.;402277;VISA;YIKK;credit;;0
601;111;FİNANSBANK A.Ş.;402278;VISA;YIKK;credit;;0
602;111;FİNANSBANK A.Ş.;402563;VISA;YIKK;credit;;0
603;111;FİNANSBANK A.Ş.;403082;VISA;YIKK;credit;;1
604;111;FİNANSBANK A.Ş.;406386;VISA;YIDK;debit;;0
605;111;FİNANSBANK A.Ş.;409364;VISA;YIKK;credit;;
606;111;FİNANSBANK A.Ş.;410147;VISA;YIKK;credit;;0
607;111;FİNANSBANK A.Ş.;413583;VISA;YIKK;credit;;0
608;111;FİNANSBANK A.Ş.;414388;VISA;YIKK;credit;;0
609;111;FİNANSBANK A.Ş.;415565;VISA;YIKK;credit;;0
610;111;FİNANSBANK A.Ş.;415956;VISA;YIDK;debit;;0
611;111;FİNANSBANK A.Ş.;420092;VISA;YIDK;debit;;0
612;111;FİNANSBANK A.Ş.;422376;VISA;YIKK;credit;;0
613;111;FİNANSBANK A.Ş.;423277;VISA;YIKK;credit;;
614;111;FİNANSBANK A.Ş.;423398;VISA;YIKK;credit;;0
615;111;FİNANSBANK A.Ş.;427311;VISA;YIKK;credit;;1
616;111;FİNANSBANK A.Ş.;431379;VISA;YIDK;debit;;0
617;111;FİNANSBANK A.Ş.;435653;VISA;YIKK;credit;;0
618;111;FİNANSBANK A.Ş.;441007;VISA;YIKK;credit;;0
619;111;FİNANSBANK A.Ş.;442395;VISA;YIKK;credit;;0
620;111;FİNANSBANK A.Ş.;444029;VISA;YIKK;credit;;0
621;111;FİNANSBANK A.Ş.;459333;VISA;YIDK;debit;;0
622;111;FİNANSBANK A.Ş.;479679;VISA;YIDK;debit;;0
623;111;FİNANSBANK A.Ş.;498749;VISA;YIDK;debit;;0
624;111;FİNANSBANK A.Ş.;499850;VISA;YIVKK;credit;;0
625;111;FİNANSBANK A.Ş.;499851;VISA;YIKK;credit;;0
626;111;FİNANSBANK A.Ş.;499852;VISA;YIKK;credit;;0
627;111;FİNANSBANK A.Ş.;499853;VISA;YIDK;debit;;0
628;111;FİNANSBANK A.Ş.;516835;MASTER;YIDK;debit;;0
629;111;FİNANSBANK A.Ş.;516843;MASTER;YIDK;debit;;0
630;111;FİNANSBANK A.Ş.;519324;MASTER;YIKK;credit;;0
631;111;FİNANSBANK A.Ş.;521022;MASTER;YIKK;credit;;
632;111;FİNANSBANK A.Ş.;521836;MASTER;YIKK;credit;;
633;111;FİNANSBANK A.Ş.;526911;MASTER;YIKK;credit;;0
634;111;FİNANSBANK A.Ş.;529572;MASTER;YIKK;credit;;0
635;111;FİNANSBANK A.Ş.;530818;MASTER;YIKK;credit;;0
636;111;FİNANSBANK A.Ş.;531157;MASTER;YIKK;credit;;0
637;111;FİNANSBANK A.Ş.;535177;MASTER;YIDK;debit;;0
638;111;FİNANSBANK A.Ş.;537058;MASTER;YIKK;credit;;0
639;111;FİNANSBANK A.Ş.;539957;MASTER;YIKK;credit;;0
640;111;FİNANSBANK A.Ş.;542404;MASTER;YIKK;credit;;1
641;111;FİNANSBANK A.Ş.;545120;MASTER;YIKK;credit;;
642;111;FİNANSBANK A.Ş.;545616;MASTER;YIKK;credit;;0
643;111;FİNANSBANK A.Ş.;545847;MASTER;YIKK;credit;;0
644;111;FİNANSBANK A.Ş.;547567;MASTER;YIKK;credit;;1
645;111;FİNANSBANK A.Ş.;547800;MASTER;YIKK;credit;;1
646;111;FİNANSBANK A.Ş.;559096;MASTER;YIKK;credit;;1
647;111;FİNANSBANK A.Ş.;601050;MASTER;YIDK;debit;;
648;111;FİNANSBANK A.Ş.;677238;MASTER;YIDK;debit;;0
649;111;FİNANSBANK A.Ş.;979202;TROY;YITDK;debit;;0
650;111;FİNANSBANK A.Ş.;979203;TROY;YITKK;credit;;0
651;123;HSBC BANK A.Ş.;405903;VISA;YIDK;debit;;0
652;123;HSBC BANK A.Ş.;405913;VISA;YIKK;credit;;1
653;123;HSBC BANK A.Ş.;405917;VISA;YIKK;credit;;
654;123;HSBC BANK A.Ş.;405918;VISA;YIKK;credit;;
655;123;HSBC BANK A.Ş.;405919;VISA;YIDK;debit;;0
656;123;HSBC BANK A.Ş.;408969;VISA;YIKK;credit;;0
657;123;HSBC BANK A.Ş.;409071;VISA;YIKK;credit;;
658;123;HSBC BANK A.Ş.;422629;VISA;YIKK;credit;;
659;123;HSBC BANK A.Ş.;424909;VISA;YIKK;credit;;
660;123;HSBC BANK A.Ş.;428240;VISA;YIKK;credit;;
661;123;HSBC BANK A.Ş.;496019;VISA;YIKK;credit;;
662;123;HSBC BANK A.Ş.;510005;MASTER;YIKK;credit;;
663;123;HSBC BANK A.Ş.;512651;MASTER;YIKK;credit;;
664;123;HSBC BANK A.Ş.;519399;MASTER;YIKK;credit;;
665;123;HSBC BANK A.Ş.;525413;MASTER;YIKK;credit;;
666;123;HSBC BANK A.Ş.;525795;MASTER;YIKK;credit;;
667;123;HSBC BANK A.Ş.;540643;MASTER;YIKK;credit;;
668;123;HSBC BANK A.Ş.;542254;MASTER;YIKK;credit;;
669;123;HSBC BANK A.Ş.;545183;MASTER;YIKK;credit;;0
670;123;HSBC BANK A.Ş.;550472;MASTER;YIKK;credit;;
671;123;HSBC BANK A.Ş.;550473;MASTER;YIKK;credit;;0
672;123;HSBC BANK A.Ş.;552143;MASTER;YIKK;credit;;
673;123;HSBC BANK A.Ş.;556030;MASTER;YIKK;credit;;1
674;123;HSBC BANK A.Ş.;556031;MASTER;YIKK;credit;;1
675;123;HSBC BANK A.Ş.;556033;MASTER;YIKK;credit;;1
676;123;HSBC BANK A.Ş.;556034;MASTER;YIKK;credit;;1
677;123;HSBC BANK A.Ş.;556665;MASTER;YIKK;credit;;1
678;123;HSBC BANK A.Ş.;676401;MASTER;YIDK;debit;;
679;123;HSBC BANK A.Ş.;677193;MASTER;YIDK;debit;;0
680;123;HSBC BANK A.Ş.;979214;TROY;YITKK;credit;;0
681;124;ALTERNATİF BANK A.Ş.;361234;TROY;YITKK;credit;;1
682;124;ALTERNATİF BANK A.Ş.;365770;TROY;YITKK;credit;;1
683;124;ALTERNATİF BANK A.Ş.;365771;TROY;YITKK;credit;;0
684;124;ALTERNATİF BANK A.Ş.;365772;TROY;YITKK;credit;;0
685;124;ALTERNATİF BANK A.Ş.;365773;TROY;YITKK;credit;;0
686;124;ALTERNATİF BANK A.Ş.;416394;VISA;YIKK;credit;;0
687;124;ALTERNATİF BANK A.Ş.;466280;VISA;ALTNFBNS;credit;bonus;0
688;124;ALTERNATİF BANK A.Ş.;466282;VISA;ALTNFBNS;credit;bonus;0
689;124;ALTERNATİF BANK A.Ş.;466283;VISA;ALTBNSTK;credit;bonus;1
690;124;ALTERNATİF BANK A.Ş.;466284;VISA;YIDK;debit;;0
691;124;ALTERNATİF BANK A.Ş.;512618;MASTER;ALTNFBNS;credit;bonus;0
692;124;ALTERNATİF BANK A.Ş.;516308;MASTER;ALTNFKRT;credit;bonus;0
693;124;ALTERNATİF BANK A.Ş.;516458;MASTER;ALTNFBNS;credit;bonus;0
694;124;ALTERNATİF BANK A.Ş.;522221;MASTER;ALTNFBNS;credit;bonus;0
695;124;ALTERNATİF BANK A.Ş.;544836;MASTER;ALTNFBNS;credit;bonus;0
696;124;ALTERNATİF BANK A.Ş.;558485;MASTER;YIKK;credit;;1
697;124;ALTERNATİF BANK A.Ş.;654997;TROY;YITKK;credit;;1
698;124;ALTERNATİF BANK A.Ş.;670670;MASTER;YIDK;debit;;0
699;124;ALTERNATİF BANK A.Ş.;979228;TROY;YITKK;credit;;0
700;125;BURGAN BANK A.Ş.;414941;VISA;YIDK;debit;;0
701;125;BURGAN BANK A.Ş.;491373;VISA;YIKK;credit;;0
702;125;BURGAN BANK A.Ş.;543943;MASTER;YIKK;credit;;0
703;125;BURGAN BANK A.Ş.;545863;MASTER;YIKK;credit;;0
704;134;DENİZ BANK A.Ş.;10134;MASTER;YIKK;credit;;0
705;134;DENİZ BANK A.Ş.;20134;MASTER;YIKK;credit;;0
706;134;DENİZ BANK A.Ş.;30134;MASTER;YIKK;credit;;0
707;134;DENİZ BANK A.Ş.;113134;AMEX;YIAMEX;credit;;0
708;134;DENİZ BANK A.Ş.;403134;VISA;YIKK;credit;;1
709;134;DENİZ BANK A.Ş.;404990;VISA;YIDK;debit;;0
710;134;DENİZ BANK A.Ş.;408625;VISA;YIKK;credit;;
711;134;DENİZ BANK A.Ş.;409070;VISA;DNZbonus;credit;bonus;0
712;134;DENİZ BANK A.Ş.;424360;VISA;DNZbonus;credit;bonus;0
713;134;DENİZ BANK A.Ş.;424361;VISA;DNZbonus;credit;bonus;0
714;134;DENİZ BANK A.Ş.;460345;VISA;YIKK;credit;;
715;134;DENİZ BANK A.Ş.;460346;VISA;YIDK;debit;;0
716;134;DENİZ BANK A.Ş.;460347;VISA;YIKK;credit;;
717;134;DENİZ BANK A.Ş.;472914;VISA;DNZbonus;credit;bonus;0
718;134;DENİZ BANK A.Ş.;472915;VISA;DNZKART;credit;bonus;0
719;134;DENİZ BANK A.Ş.;476662;VISA;YIKK;credit;;0
720;134;DENİZ BANK A.Ş.;489456;VISA;DNZbonus;credit;bonus;0
721;134;DENİZ BANK A.Ş.;489458;VISA;DNZbonus;credit;bonus;0
722;134;DENİZ BANK A.Ş.;508129;MASTER;YIDK;debit;;0
723;134;DENİZ BANK A.Ş.;510063;MASTER;YIKK;credit;;
724;134;DENİZ BANK A.Ş.;510118;MASTER;DNZBNSTK;credit;bonus;1
725;134;DENİZ BANK A.Ş.;510119;MASTER;YIKK;credit;;1
726;134;DENİZ BANK A.Ş.;512017;MASTER;DNZbonus;credit;bonus;0
727;134;DENİZ BANK A.Ş.;512117;MASTER;DNZbonus;credit;bonus;0
728;134;DENİZ BANK A.Ş.;514924;MASTER;DNZbonus;credit;bonus;0
729;134;DENİZ BANK A.Ş.;515865;MASTER;YIKK;credit;;
730;134;DENİZ BANK A.Ş.;516731;MASTER;YIDK;debit;;0
731;134;DENİZ BANK A.Ş.;516740;MASTER;BNSNTDB;debit;bonus;0
732;134;DENİZ BANK A.Ş.;516914;MASTER;YIDK;debit;;0
733;134;DENİZ BANK A.Ş.;517047;MASTER;YIDK;debit;;0
734;134;DENİZ BANK A.Ş.;520019;MASTER;DNZbonus;credit;bonus;0
735;134;DENİZ BANK A.Ş.;520303;MASTER;DNZbonus;credit;bonus;0
736;134;DENİZ BANK A.Ş.;520909;MASTER;YIKK;credit;;
737;134;DENİZ BANK A.Ş.;523515;MASTER;YIKK;credit;;0
738;134;DENİZ BANK A.Ş.;529545;MASTER;YIDK;debit;;0
739;134;DENİZ BANK A.Ş.;529876;MASTER;DNZbonus;credit;bonus;0
740;134;DENİZ BANK A.Ş.;533293;MASTER;YIDK;debit;;0
741;134;DENİZ BANK A.Ş.;533330;MASTER;DNZbonus;credit;bonus;0
742;134;DENİZ BANK A.Ş.;543358;MASTER;YIKK;credit;;
743;134;DENİZ BANK A.Ş.;543427;MASTER;DNZKART;credit;bonus;0
744;134;DENİZ BANK A.Ş.;546764;MASTER;YIKK;credit;;0
745;134;DENİZ BANK A.Ş.;549839;MASTER;DNZbonus;credit;bonus;0
746;134;DENİZ BANK A.Ş.;552679;MASTER;YIKK;credit;;1
747;134;DENİZ BANK A.Ş.;558443;MASTER;YIKK;credit;;1
748;134;DENİZ BANK A.Ş.;558446;MASTER;YIKK;credit;;1
749;134;DENİZ BANK A.Ş.;558448;MASTER;YIKK;credit;;1
750;134;DENİZ BANK A.Ş.;558460;MASTER;DNZBNSTZ;credit;bonus;1
751;134;DENİZ BANK A.Ş.;558514;MASTER;YIKK;credit;;1
752;134;DENİZ BANK A.Ş.;601912;MASTER;YIDK;debit;;0
753;134;DENİZ BANK A.Ş.;670610;MASTER;YIDK;debit;;0
754;134;DENİZ BANK A.Ş.;670640;MASTER;YIKK;credit;;0
755;134;DENİZ BANK A.Ş.;979220;TROY;YITKK;credit;;0
756;134;DENİZ BANK A.Ş.;979237;TROY;YITKK;credit;;0
757;134;DENİZ BANK A.Ş.;979243;TROY;YITKK;credit;;0
758;135;ANADOLU BANK A.Ş.;425846;VISA;YIKK;credit;world;
759;135;ANADOLU BANK A.Ş.;425847;VISA;YIKK;credit;world;
760;135;ANADOLU BANK A.Ş.;425848;VISA;YIKK;credit;world;1
761;135;ANADOLU BANK A.Ş.;425849;VISA;YIDK;debit;;0
762;135;ANADOLU BANK A.Ş.;441341;VISA;YIKK;credit;world;0
763;135;ANADOLU BANK A.Ş.;522240;MASTER;YIKK;credit;world;
764;135;ANADOLU BANK A.Ş.;522241;MASTER;YIKK;credit;world;
765;135;ANADOLU BANK A.Ş.;535881;MASTER;YIKK;credit;;0
766;135;ANADOLU BANK A.Ş.;554301;MASTER;YIKK;credit;world;
767;135;ANADOLU BANK A.Ş.;558593;MASTER;YIKK;credit;world;1
768;135;ANADOLU BANK A.Ş.;603072;MASTER;YIDK;debit;;0
769;135;ANADOLU BANK A.Ş.;676460;MASTER;YIDK;debit;;
770;135;ANADOLU BANK A.Ş.;979240;TROY;YITDK;debit;;0
771;143;AKTİF YATIRIM BANKASI;453144;VISA;YIKK;credit;;0
772;143;AKTİF YATIRIM BANKASI;453145;VISA;YIKK;credit;;0
773;143;AKTİF YATIRIM BANKASI;453146;VISA;YIKK;credit;;0
774;143;AKTİF YATIRIM BANKASI;453147;VISA;YIDK;debit;;0
775;143;AKTİF YATIRIM BANKASI;453148;VISA;YIDK;debit;;0
776;143;AKTİF YATIRIM BANKASI;453149;VISA;YIDK;debit;;0
777;143;AKTİF YATIRIM BANKASI;504166;MASTER;YIDK;debit;;0
778;143;AKTİF YATIRIM BANKASI;515456;MASTER;YIKK;credit;;0
779;143;AKTİF YATIRIM BANKASI;517343;MASTER;YIDK;debit;;0
780;143;AKTİF YATIRIM BANKASI;528246;MASTER;YIDK;debit;;0
781;143;AKTİF YATIRIM BANKASI;532813;MASTER;YIKK;credit;;0
782;143;AKTİF YATIRIM BANKASI;534563;MASTER;YIKK;credit;;0
783;143;AKTİF YATIRIM BANKASI;534567;MASTER;YIDK;debit;;0
784;143;AKTİF YATIRIM BANKASI;535843;MASTER;YIKK;credit;;0
785;143;AKTİF YATIRIM BANKASI;581877;MASTER;YIKK;credit;;0
786;143;AKTİF YATIRIM BANKASI;671121;MASTER;YIDK;debit;;0
787;143;AKTİF YATIRIM BANKASI;671155;MASTER;YIDK;debit;;0
788;143;AKTİF YATIRIM BANKASI;979213;TROY;YITDK;debit;;0
789;143;AKTİF YATIRIM BANKASI;979246;TROY;YITKK;credit;;0
790;146;ODEA BANK A.Ş.;468791;VISA;YIKK;credit;;0
791;146;ODEA BANK A.Ş.;468793;VISA;YIKK;credit;;1
792;146;ODEA BANK A.Ş.;468794;VISA;YIKK;credit;;1
793;146;ODEA BANK A.Ş.;468795;VISA;YIKK;credit;;1
794;146;ODEA BANK A.Ş.;468796;VISA;YIDK;debit;;0
795;146;ODEA BANK A.Ş.;468797;VISA;YIDK;debit;;0
796;146;ODEA BANK A.Ş.;469180;VISA;YIKK;credit;;0
797;146;ODEA BANK A.Ş.;469181;VISA;YIKK;credit;;0
798;146;ODEA BANK A.Ş.;516944;MASTER;YIDK;debit;;0
799;146;ODEA BANK A.Ş.;519261;MASTER;YIKK;credit;;0
800;146;ODEA BANK A.Ş.;522347;MASTER;YIKK;credit;;0
801;146;ODEA BANK A.Ş.;522356;MASTER;YIKK;credit;;0
802;146;ODEA BANK A.Ş.;522362;MASTER;YIKK;credit;;0
803;146;ODEA BANK A.Ş.;524677;MASTER;YIKK;credit;;0
804;146;ODEA BANK A.Ş.;526952;MASTER;YIKK;credit;;0
805;146;ODEA BANK A.Ş.;527369;MASTER;YIKK;credit;;0
806;146;ODEA BANK A.Ş.;527383;MASTER;YIKK;credit;;0
807;146;ODEA BANK A.Ş.;527396;MASTER;YIKK;credit;;0
808;146;ODEA BANK A.Ş.;528064;MASTER;YIKK;credit;;0
809;146;ODEA BANK A.Ş.;536255;MASTER;YIKK;credit;;1
810;146;ODEA BANK A.Ş.;670868;MASTER;YIDK;debit;;0
811;146;ODEA BANK A.Ş.;979219;TROY;YITKK;credit;;0
812;203;ALBARAKA TURK;417715;VISA;YIKK;credit;world;1
813;203;ALBARAKA TURK;417716;VISA;YIDK;debit;;0
814;203;ALBARAKA TURK;423002;VISA;YIVKK;credit;world;0
815;203;ALBARAKA TURK;424935;VISA;YIKK;credit;world;0
816;203;ALBARAKA TURK;432284;VISA;YIKK;credit;world;
817;203;ALBARAKA TURK;432285;VISA;YIKK;credit;world;
818;203;ALBARAKA TURK;434572;VISA;YIKK;credit;world;1
819;203;ALBARAKA TURK;479671;VISA;YIKK;credit;;0
820;203;ALBARAKA TURK;511583;MASTER;YIKK;credit;world;0
821;203;ALBARAKA TURK;533796;MASTER;YIKK;credit;world;0
822;203;ALBARAKA TURK;533973;MASTER;YIKK;credit;;0
823;203;ALBARAKA TURK;534264;MASTER;YIKK;credit;world;
824;203;ALBARAKA TURK;547234;MASTER;YIKK;credit;world;1
825;203;ALBARAKA TURK;548232;MASTER;YIKK;credit;;
826;203;ALBARAKA TURK;677397;MASTER;YIDK;debit;;0
827;203;ALBARAKA TURK;979226;TROY;YITKK;credit;;0
828;203;ALBARAKA TURK;979227;TROY;YITDK;debit;;0
829;205;KUVEYT TÜRK EVKAF FİNANS KURUMU;402589;VISA;YIKK;credit;;
830;205;KUVEYT TÜRK EVKAF FİNANS KURUMU;402590;VISA;YIKK;credit;;
831;205;KUVEYT TÜRK EVKAF FİNANS KURUMU;402591;VISA;YIDK;debit;;0
832;205;KUVEYT TÜRK EVKAF FİNANS KURUMU;402592;VISA;YIKK;credit;;1
833;205;KUVEYT TÜRK EVKAF FİNANS KURUMU;403360;VISA;YIKK;credit;;
834;205;KUVEYT TÜRK EVKAF FİNANS KURUMU;431024;VISA;YIKK;credit;;1
835;205;KUVEYT TÜRK EVKAF FİNANS KURUMU;483673;VISA;YIVKK;credit;;0
836;205;KUVEYT TÜRK EVKAF FİNANS KURUMU;483674;VISA;YIDK;debit;;0
837;205;KUVEYT TÜRK EVKAF FİNANS KURUMU;511660;MASTER;YIKK;credit;;1
838;205;KUVEYT TÜRK EVKAF FİNANS KURUMU;512595;MASTER;YIKK;credit;;
839;205;KUVEYT TÜRK EVKAF FİNANS KURUMU;518896;MASTER;YIKK;credit;;0
840;205;KUVEYT TÜRK EVKAF FİNANS KURUMU;520180;MASTER;YIKK;credit;;0
841;205;KUVEYT TÜRK EVKAF FİNANS KURUMU;525312;MASTER;YIKK;credit;;0
842;205;KUVEYT TÜRK EVKAF FİNANS KURUMU;527083;MASTER;YIKK;credit;;0
843;205;KUVEYT TÜRK EVKAF FİNANS KURUMU;547564;MASTER;YIKK;credit;;1
844;205;KUVEYT TÜRK EVKAF FİNANS KURUMU;557370;MASTER;YIDK;debit;;0
845;205;KUVEYT TÜRK EVKAF FİNANS KURUMU;677055;MASTER;YIDK;debit;;0
846;205;KUVEYT TÜRK EVKAF FİNANS KURUMU;979216;TROY;YITDK;debit;;0
847;206;TÜRKİYE FİNANS KATILIM BANKASI;400742;VISA;TFKBKART;credit;bonus;0
848;206;TÜRKİYE FİNANS KATILIM BANKASI;404952;VISA;YIKK;credit;;0
849;206;TÜRKİYE FİNANS KATILIM BANKASI;411685;VISA;TFKBNSTK;credit;bonus;1
850;206;TÜRKİYE FİNANS KATILIM BANKASI;416275;VISA;YIDK;debit;;0
851;206;TÜRKİYE FİNANS KATILIM BANKASI;424927;VISA;TFKbonus;credit;bonus;0
852;206;TÜRKİYE FİNANS KATILIM BANKASI;428462;VISA;TFKbonus;credit;bonus;
853;206;TÜRKİYE FİNANS KATILIM BANKASI;435627;VISA;YIKK;credit;;0
854;206;TÜRKİYE FİNANS KATILIM BANKASI;435628;VISA;YIKK;credit;;0
855;206;TÜRKİYE FİNANS KATILIM BANKASI;435629;VISA;YIDK;debit;;0
856;206;TÜRKİYE FİNANS KATILIM BANKASI;441206;VISA;TFKBKART;credit;bonus;0
857;206;TÜRKİYE FİNANS KATILIM BANKASI;470954;VISA;TFKBKART;credit;bonus;0
858;206;TÜRKİYE FİNANS KATILIM BANKASI;479915;VISA;TFKbonus;credit;bonus;0
859;206;TÜRKİYE FİNANS KATILIM BANKASI;479916;VISA;TFKbonus;credit;bonus;0
860;206;TÜRKİYE FİNANS KATILIM BANKASI;479917;VISA;TFKbonus;credit;bonus;0
861;206;TÜRKİYE FİNANS KATILIM BANKASI;485061;VISA;YIDK;debit;;0
862;206;TÜRKİYE FİNANS KATILIM BANKASI;498724;VISA;TFKbonus;credit;bonus;0
863;206;TÜRKİYE FİNANS KATILIM BANKASI;498725;VISA;TFKbonus;credit;bonus;0
864;206;TÜRKİYE FİNANS KATILIM BANKASI;511758;MASTER;TFKbonus;credit;bonus;0
865;206;TÜRKİYE FİNANS KATILIM BANKASI;511783;MASTER;TFKBKART;credit;bonus;0
866;206;TÜRKİYE FİNANS KATILIM BANKASI;512360;MASTER;TFKbonus;credit;bonus;0
867;206;TÜRKİYE FİNANS KATILIM BANKASI;521848;MASTER;TFKbonus;credit;bonus;
868;206;TÜRKİYE FİNANS KATILIM BANKASI;528293;MASTER;TFKBKART;credit;bonus;0
869;206;TÜRKİYE FİNANS KATILIM BANKASI;537719;MASTER;TFKbonus;credit;bonus;
870;206;TÜRKİYE FİNANS KATILIM BANKASI;549294;MASTER;TFKbonus;credit;bonus;
871;206;TÜRKİYE FİNANS KATILIM BANKASI;552610;MASTER;YIKK;credit;;1
872;206;TÜRKİYE FİNANS KATILIM BANKASI;606043;MASTER;YIDK;debit;;0
873;206;TÜRKİYE FİNANS KATILIM BANKASI;677451;MASTER;YIDK;debit;;0
874;206;TÜRKİYE FİNANS KATILIM BANKASI;979218;TROY;YITDK;debit;;0
875;209;ZİRAAT KATILIM BANKASI A.Ş.;416283;VISA;YIKK;credit;;0
876;209;ZİRAAT KATILIM BANKASI A.Ş.;535248;MASTER;YIDK;debit;;0
877;209;ZİRAAT KATILIM BANKASI A.Ş.;539134;MASTER;YIKK;credit;;0
878;209;ZİRAAT KATILIM BANKASI A.Ş.;670586;MASTER;YIDK;debit;;0
879;209;ZİRAAT KATILIM BANKASI A.Ş.;979221;TROY;YITKK;credit;;0
880;210;VAKIF KATILIM BANKASI A.S;483703;VISA;YIVKK;credit;;0
881;210;VAKIF KATILIM BANKASI A.S;483704;VISA;YIVKK;credit;;0
882;210;VAKIF KATILIM BANKASI A.S;535355;MASTER;YIKK;credit;;0
883;210;VAKIF KATILIM BANKASI A.S;670544;MASTER;YIDK;debit;;0
884;210;VAKIF KATILIM BANKASI A.S;979230;TROY;YIKK;credit;;0
885;210;VAKIF KATILIM BANKASI A.S;979250;TROY;YITDK;debit;;0
886;211;TÜRKİYE EMLAK KATILIM BANKASI A.Ş.;979261;TROY;YITDK;debit;;0
887;900;AKK TURİZM VE TİCARET A.Ş.;456789;VISA;YDKK;credit;;
888;900;AKK TURİZM VE TİCARET A.Ş.;492192;VISA;YIKK;credit;;0
889;900;AKK TURİZM VE TİCARET A.Ş.;512446;MASTER;YIKK;credit;;0
890;900;AKK TURİZM VE TİCARET A.Ş.;516742;MASTER;YIDK;debit;;0
891;900;AKK TURİZM VE TİCARET A.Ş.;521584;MASTER;YIDK;debit;;0
892;900;AKK TURİZM VE TİCARET A.Ş.;539605;MASTER;DNZPTBNS;credit;;0
893;900;AKK TURİZM VE TİCARET A.Ş.;677047;MASTER;YIDK;debit;;0